ProductId,Price,guid,StartDate,EndDate,CreateDate,ModifiedDate
RO53WSGQ8184333704332132,94 423,FDC5FD96-FF81-A7B8-6123-F694C86AD692,03-05-2021,08/09/2022,04/05/2020,06/30/2020
PT27545561456900435477955,11 083,9672183E-EB3C-6ABC-1DA4-D8CD0A23DE3C,08-15-2021,12/01/2022,02/14/2020,12/25/2020
FR2053282318821024549553369,24 068,64733687-3294-E31E-AE75-19578D9F7948,09-13-2021,08/30/2022,12/08/2019,08/19/2020
GT17033481474142429522471393,67 579,EB664914-8196-9D94-9BC7-E51CAC499124,02-22-2021,09/24/2022,03/24/2020,10/05/2020
AT347276405182597025,10 685,8F144C8C-B339-514C-1C91-12CDA93ECEB4,07-04-2021,10/11/2022,10/03/2019,10/24/2020
HU57571355741345088518166156,62 503,13B85F57-FDCA-2BE0-A1D3-16916FF52C59,11-08-2021,12/18/2022,12/26/2019,10/27/2020
AD8245016076003706705731,97 595,24AA2E80-EC64-CAAC-5DA2-6AB1B123B7A6,09-24-2021,04/02/2022,05/13/2020,11/22/2020
NL69XXLI6586064410,35 543,91453859-789A-5F9A-34A3-821774F98A9D,04-30-2021,08/14/2022,09/27/2019,10/25/2020
PT33518257401120247352318,57 643,893D1EBA-EA90-90BC-5F87-B9B067D1CB73,09-06-2021,10/05/2022,05/23/2020,07/31/2020
BH49743774694586250864,19 877,BC8E639C-3C15-28FE-E327-99FB3E75692E,02-16-2021,08/07/2022,10/08/2019,09/26/2020
HR2783652214254110236,28 283,5AA7381F-6625-ED71-FD8F-4E98C2A556E5,01-15-2022,07/04/2022,09/20/2019,07/29/2020
GL4925087076196051,35 278,2D5E1388-C77E-84B9-7D87-6EB3BA886E3E,01-30-2021,01/05/2023,02/03/2020,08/22/2020
ES0347784660397731568031,70 319,C94B8BE1-9CD1-388C-52B2-7EF5E58E82DB,06-03-2021,11/23/2022,11/04/2019,07/10/2020
MT02GCER13126655116414426092882,92 472,2927BCCD-AF44-DED1-A2F3-85342913E85A,05-23-2021,09/16/2022,10/31/2019,07/12/2020
GE12544148026249234678,56 709,9BD4DCAC-4CEE-8D3B-F8D8-1AEDEE23AACF,12-30-2021,04/09/2022,03/18/2020,10/11/2020
DE04417623966623558656,70 802,347563AB-03C4-AA83-C581-5D13378695DF,05-10-2021,02/25/2022,03/29/2020,06/09/2020
FO2856325312562013,6 924,13E24213-843B-D7B9-C32C-3D153B238491,10-13-2021,03/08/2022,04/03/2020,08/03/2020
BH76611761367965352040,13 198,09E4175E-A393-D38A-5ABB-510C958D6338,01-18-2022,01/08/2023,04/23/2020,10/11/2020
BG20QHPN25377745936446,58 526,C6897A9E-F470-41E2-7555-E57CE14D2BE7,10-28-2021,01/07/2023,03/11/2020,09/29/2020
BG09PWTH10721734760679,60 318,FCBCEDAB-E23E-84CA-B374-49D3030E2E86,01-21-2022,03/13/2022,03/24/2020,07/25/2020
IS216288946276343915419252,19 300,0D3267C8-FDD6-E3CC-D55D-E9C15AA2F6B1,02-27-2021,11/03/2022,03/24/2020,10/12/2020
GE69783486778687362312,16 234,A2541614-B485-548F-2D14-3696EE18D45B,01-12-2021,05/21/2022,09/27/2019,10/17/2020
MU0254729769638756466764260453,602,86C0D82B-6653-38DA-218D-C01CB2C88F79,07-27-2021,12/04/2022,01/12/2020,08/05/2020
LB60507129115152525416244480,45 619,0E1CEA32-2D53-32C8-C6E1-86E6DCBB5342,10-12-2021,03/15/2022,10/01/2019,07/31/2020
IE40LOIB54481940823577,55 563,B5D5B5AB-34B9-DFD8-1775-EB45DCD51CD9,06-20-2021,05/11/2022,02/26/2020,12/22/2020
AT629653016251863454,64 780,484267BD-CE73-C226-AADD-975C8F501A5E,09-28-2021,05/09/2022,02/19/2020,10/08/2020
BA633354145346903027,83 032,D3C61C36-14D7-6437-E6B4-AC6504D277A2,11-26-2021,06/24/2022,04/10/2020,07/21/2020
AT057564139376445721,77 830,114199E2-9F29-7D31-88A8-378D514B9309,02-05-2021,09/29/2022,02/21/2020,07/31/2020
DO85571417380551932131283731,46 273,3C80748B-C559-87D4-7CE4-D9EF3171BE29,05-28-2021,08/04/2022,11/08/2019,08/23/2020
AZ73273146808755562156426851,52 265,94E26B2D-CCC9-46D2-1CAD-C0C1F6CD8A32,05-14-2021,07/19/2022,04/06/2020,12/15/2020
MT56LGMO83112548818265333487582,29 300,1B4D75C3-35ED-B497-B194-C7613DCF6A12,01-27-2021,07/03/2022,03/08/2020,09/06/2020
AD4411011369379791348876,22 530,7A9E9DF8-1749-E6A0-77BD-5B44E8E6B271,12-02-2021,12/14/2022,05/21/2020,08/08/2020
GB42TTBD05887853812672,69 900,416818B7-DB13-10E3-E8AB-8E418B48A4DC,06-06-2021,02/13/2022,02/13/2020,10/14/2020
VG5315466554017284947316,76 000,941A3BE5-C955-6D0E-C327-9665896F7433,07-15-2021,05/18/2022,03/28/2020,06/24/2020
LI2075535114849227711,23 860,47C32158-2C22-E4B8-E1E8-120BE445B131,11-23-2021,04/11/2022,04/09/2020,12/03/2020
RO34VNWN2401671825983153,90 690,398D171A-1397-82D7-FB00-D45A4680CB51,06-03-2021,06/15/2022,01/23/2020,08/18/2020
HU30491421425567594628188243,36 050,9BE66B2A-1937-4670-2937-11D18CA81BEA,07-03-2021,06/09/2022,12/23/2019,10/23/2020
TR877177024777165398634790,65 531,1D43241C-8155-632E-DC2D-978648D876D5,07-28-2021,04/30/2022,04/12/2020,06/03/2020
FI1788637156764447,44 184,38E3D8BC-2E12-67E3-5938-E2D7E31D5E6B,08-02-2021,10/24/2022,02/24/2020,07/17/2020
BE46867785862338,6 367,84DC6D7D-1DD9-25EB-E2B1-9EBA61A76257,11-22-2021,06/08/2022,02/22/2020,10/25/2020
PL06754684654084443134815511,14 649,1BCA15C6-C973-7B9D-0F73-8EF4A5FE703A,03-05-2021,11/18/2022,10/04/2019,12/01/2020
GB35GLFR31960136813623,20 090,F9056437-0FAD-DA39-CB09-BD6ADEBE9445,07-10-2021,10/20/2022,04/06/2020,10/06/2020
PL71706787435832193595081707,23 919,42953C1B-0981-630D-9C31-5A7B45D398E5,03-11-2021,12/11/2022,03/22/2020,09/03/2020
GR6721337809511412239865153,88 756,018A1BCD-5616-960D-BCCC-3ED1C2596EC7,01-23-2022,10/14/2022,01/18/2020,11/11/2020
PK6455924157351745634668,1 089,8B94EBB3-287D-D9E4-A3A5-0EC30CAC5A19,10-03-2021,10/21/2022,11/27/2019,06/13/2020
AL80104694324693118456821269,41 910,6E48D163-3D3B-D1CF-E453-2677FA0EA740,08-23-2021,05/03/2022,09/10/2019,09/01/2020
IT151WGMUI50433843468123027,34 769,30F7D381-55C7-B272-B184-466B6C7C6E99,07-29-2021,12/31/2022,04/30/2020,10/06/2020
DK1522128239846211,39 658,FC36BB35-ED38-9C63-44DD-0C0D35993B91,06-28-2021,02/19/2022,02/03/2020,10/03/2020
HU26033112151132306185204215,50 379,92371D99-9DAD-34B6-8EE3-2E925CCBB67E,02-17-2021,08/16/2022,11/10/2019,07/06/2020
AZ62533768882662822555843471,82 990,16545702-196B-72F9-63DB-DC3E69986C29,11-04-2021,12/30/2022,05/01/2020,08/13/2020
IL396561629738747814470,89 919,FE83C392-73D4-94D6-47CD-EE16B66DDDEC,04-28-2021,10/20/2022,12/04/2019,08/09/2020
SA2547639542432315176653,45 214,87192F32-63BC-B74E-22A1-1C2ACDC2AEBB,09-11-2021,10/02/2022,09/19/2019,12/14/2020
MK62142122421489332,36 742,1B2147DB-9EB5-A9F6-24BC-784C90F1BC10,08-25-2021,01/05/2023,12/03/2019,08/01/2020
GE10602753444773874028,15 263,8E74A195-FB25-A687-A5B0-4A354B9B2C73,08-21-2021,08/15/2022,03/31/2020,10/01/2020
HR5320951526554265767,34 393,7255CE15-5D22-2565-F363-241AEA693678,03-25-2021,06/21/2022,03/13/2020,12/20/2020
RO85BFCD1815204246265292,62 213,F34A8DC5-6F9F-78F4-3AC5-3CCEACE2618F,06-06-2021,05/17/2022,09/24/2019,06/20/2020
EE977568245153872759,35 492,715CDED4-C9A5-B974-6635-DCF999DED81F,02-02-2021,08/14/2022,02/19/2020,08/05/2020
TN0556060349362287552525,95 862,1EAAA282-9EC3-625D-A1DF-4F232A6FAE55,09-08-2021,06/07/2022,05/04/2020,12/13/2020
CH9511956128974788822,36 681,78512148-7962-0631-123B-75732C776A8F,06-15-2021,10/28/2022,09/24/2019,06/08/2020
DO73121688207374978857631036,61 254,45B1D839-AE57-A2ED-2650-5EE55B3262B4,03-15-2021,05/01/2022,02/08/2020,08/19/2020
CR9366325162025701307,17 310,6A9E7DC1-85B6-C451-86C3-C6AB0D8F4633,12-03-2021,01/12/2023,09/23/2019,11/16/2020
PS865525266277676990144737479,31 033,E84D2846-4E32-DAD5-9E5D-5D79A5D3DB66,07-23-2021,08/17/2022,02/02/2020,08/24/2020
CH2937358416577392576,91 828,B0B57B3F-A3A4-C5D4-978D-1E59D2269896,12-04-2021,07/03/2022,11/29/2019,12/13/2020
BA479516374256640202,37 754,6C1ACD34-9E93-51B1-E163-5EB7667BA1A5,11-25-2021,11/06/2022,10/09/2019,10/30/2020
CY92257386944844476731542186,22 256,C213D92E-9135-ABA9-E894-27E5BEC84DCE,06-16-2021,04/08/2022,01/19/2020,11/16/2020
FR4322677187616618077548735,55 382,8FE4834C-13A1-46B8-1AA6-C268C35571F1,04-05-2021,05/24/2022,09/28/2019,10/30/2020
RS88670277480516281270,39 926,6231756B-1E1A-E4D1-3B38-79E9847BB134,05-12-2021,03/15/2022,12/05/2019,07/10/2020
NL58YAFU2032774509,90 888,74794C9B-B856-16A1-5C67-D886417D617F,02-02-2021,02/14/2022,10/12/2019,10/18/2020
GR7677438473687153827966759,81 395,3D3444A9-E864-EB9B-36B1-D2743D75C1D3,01-30-2021,09/15/2022,10/30/2019,11/02/2020
VG6806654517112801615976,4 694,B35C7EF6-C598-7E1A-E947-C14C4C87C04C,03-09-2021,12/29/2022,11/25/2019,09/12/2020
AT925201661121497413,41 856,FB6BA81D-95C7-7B3D-34D6-C997AD1D6ACF,03-08-2021,02/12/2022,12/02/2019,10/10/2020
SI65128495226675891,27 466,A7C84C21-2B4E-1EA2-D856-02256DC5BA37,02-18-2021,08/26/2022,05/19/2020,07/17/2020
SI56348532633721773,8 128,DADE211E-6045-61B4-6615-B65D27C64842,04-04-2021,08/03/2022,12/31/2019,09/27/2020
CY06026798521871430158317372,35 221,A49AFDD8-9218-CAA2-1A89-FF0AA5B1836C,06-10-2021,03/27/2022,03/06/2020,08/26/2020
NO3945741323121,47 083,B53A2E59-5DE2-BDD7-74B9-CF2D4D9EA3D3,02-03-2021,09/30/2022,09/09/2019,11/23/2020
AD2927114762714285781415,27 162,6A35B82B-FEDB-E0A2-3DC8-F178E05B7089,07-12-2021,09/23/2022,12/26/2019,11/10/2020
IS216324771525735381688625,18 306,50E47924-7D0A-416A-EC06-F212A8E73C92,11-15-2021,11/16/2022,02/17/2020,11/27/2020
FO8812789736666762,95 981,78AC911B-5491-71E2-9B9C-6ED1BDDE9140,12-27-2021,02/05/2022,11/12/2019,09/16/2020
BG07QVOB60284879738859,6 266,8FC51CF7-5911-7395-A46D-C65311DCB031,04-08-2021,07/17/2022,05/30/2020,06/07/2020
IL174678009342153752232,31 181,079D32CF-1F89-818A-1FA4-2A1E343FBA74,01-09-2022,12/08/2022,12/16/2019,09/16/2020
IE28MOIF28388644453394,6 439,5B87A2C3-73BB-8114-CC48-9678A79ED492,10-28-2021,02/08/2022,11/14/2019,10/20/2020
TR730816268883418141269779,95 122,BCB1D6D6-B9AA-58A9-CC49-2A1528D9EEA7,01-28-2021,03/29/2022,05/21/2020,11/02/2020
SE1031656601694099873814,55 289,B952F9D9-7682-C052-E9B4-FC07E9E11114,08-19-2021,07/11/2022,12/28/2019,12/10/2020
AT947404684351884635,29 936,7D12E9B2-EB71-DCA1-34A2-7D25B1521DD9,10-09-2021,11/14/2022,04/30/2020,06/25/2020
LU765723414478934415,81 638,13358984-4208-BBE2-5AA3-AEACB461D50C,05-27-2021,10/18/2022,12/06/2019,10/02/2020
MU5638888364093729787557706382,20 171,491A0A73-DE6E-EE4C-6C88-7074E8AB70C5,08-21-2021,03/07/2022,09/30/2019,06/15/2020
AZ51626304662030714174169381,95 446,4BC85D63-91E1-C707-34B7-6A4A4D465459,11-14-2021,06/10/2022,03/30/2020,08/18/2020
MK76643615943236167,45 286,8EBDCE28-C9A4-34A1-8395-15D76D43161F,10-09-2021,05/19/2022,02/14/2020,09/15/2020
BE95435239985461,40 505,B734678E-EA59-CA27-A5EF-9955E141AA75,03-07-2021,05/03/2022,01/01/2020,06/15/2020
HU75624858298947082828227295,69 575,BD83AE11-EDB5-1A63-6AD5-D2B202CC713A,08-04-2021,06/15/2022,05/13/2020,09/07/2020
IS801776105464336676355926,17 969,4FC2787F-E5C0-4B36-9578-1E535095B326,08-24-2021,02/24/2022,02/18/2020,08/25/2020
KW1142674182338183429667242396,52 808,F316ADA5-3EE9-F973-5BF6-CD5090BC4E78,12-03-2021,07/05/2022,10/30/2019,08/18/2020
IL091130768264751138427,19 583,CAE84D1B-6554-7807-17E9-B1E9E4A8E87C,09-10-2021,01/10/2023,05/12/2020,10/26/2020
IL035128878333915353266,80 637,B8D1353A-47A4-BE3A-A7A9-7FEEB71B1BC9,01-01-2022,01/05/2023,05/06/2020,08/28/2020
ES5548639513029446825352,39 338,B3908C0E-4E52-0C90-C5A6-1A2202354D17,05-30-2021,05/21/2022,03/14/2020,11/07/2020
PK7961823606334531385635,29 484,E9CB37EB-D63C-1984-E528-EAB455DBB419,02-01-2021,02/25/2022,09/09/2019,10/13/2020
NO6587534229523,72 187,2D8E59D6-BCA6-09F7-0B28-07D23C195E89,01-15-2021,05/01/2022,04/17/2020,06/22/2020
BG13AJYB34179381451775,2 086,D9739B3C-099F-1C28-6F16-51CD6B7D1F0D,12-31-2021,10/07/2022,03/27/2020,08/21/2020
AZ30189768867751335472315276,94 342,6E3F0E17-7F43-E49A-E556-4C49AE6A8178,11-27-2021,06/17/2022,10/06/2019,08/10/2020
MU6125945034143789275831558458,85 309,5875CCA7-6BE4-9A22-354E-2E5C9C51D748,10-25-2021,09/11/2022,11/10/2019,08/04/2020
TR778812275305297538272332,98 422,9CE05E39-37A9-48E1-E5B3-86C494B88794,06-17-2021,02/25/2022,09/10/2019,11/27/2020
DE87789105420481274440,28 738,E18D7877-E2BE-C9A5-44BF-D5E565CEA012,09-30-2021,11/06/2022,10/22/2019,11/19/2020
EE262694245666655552,9 163,B40DEF80-B31A-B896-4812-377F3211F170,01-26-2022,08/31/2022,05/06/2020,08/22/2020
SM4889852493317518989648132,60 978,75E877A2-7EEA-9299-5F17-13D46A63D63E,04-21-2021,05/03/2022,12/15/2019,07/11/2020
NL64SHAM1556188727,8 435,7DBE1249-C413-E41B-F192-D54340FD26E3,04-16-2021,04/08/2022,10/29/2019,07/05/2020
GI66PWPI235153764110859,8 924,B456398B-827C-5687-CA6C-40B93E27EAFC,11-11-2021,08/26/2022,12/28/2019,12/17/2020
GE43167312579381643148,98 240,A665CCE8-E197-7239-8076-B1233C460B4D,09-05-2021,09/20/2022,02/26/2020,12/21/2020
BA213833558087974828,43 377,16A64E1E-5A36-68B1-3CDB-4BC8C6890356,05-15-2021,12/20/2022,09/14/2019,10/16/2020
PS720484576554637728262712276,73 930,17A8DF9B-A320-55AF-6B84-BDD7F4157C5D,02-11-2021,06/06/2022,12/10/2019,08/15/2020
MD3840860634683168781773,28 330,E2D7ECCC-896A-7738-06E2-9D2CE2B6C5B8,03-17-2021,06/14/2022,11/21/2019,08/12/2020
HR8420117266978696181,50 214,79BDD514-E451-2A20-85E2-523E946DFC9C,11-12-2021,12/07/2022,09/04/2019,08/31/2020
FR5582134863749986624332622,58 320,22E1723B-D612-2B38-C3C3-4E479483700D,06-05-2021,03/18/2022,10/12/2019,06/07/2020
IT926YHXDI56799152852716547,18 918,426A8209-D887-DD67-64E7-BD794F937691,10-10-2021,11/03/2022,01/20/2020,12/01/2020
ME49514278628578343263,28 795,37E873D1-529A-DC16-CDCB-6CAE38E76A2C,03-24-2021,06/09/2022,11/25/2019,07/31/2020
IT306UQGGI37568161342688741,26 357,8957BFD4-42D5-1EB9-1EA1-15ED43810C2C,08-04-2021,11/17/2022,01/14/2020,10/05/2020
AD8543281326441581187629,1 470,7CC5A119-DEE1-04AB-D488-0DF3A3137D03,03-04-2021,02/22/2022,05/27/2020,12/06/2020
LV70NCYV4474524752284,39 562,D6E5633E-7BE1-2167-FC46-D649766DBCCA,04-19-2021,02/19/2022,12/22/2019,12/21/2020
TN7768013965562394517510,23 822,10484789-F7E8-6B78-8912-E666C5AA1EA8,03-16-2021,02/28/2022,02/24/2020,06/10/2020
CY63212782778132804025516216,15 732,4C18CE62-91D7-3CB1-CB23-2B816D8CE902,01-26-2022,06/21/2022,12/19/2019,07/08/2020
RS53165513481386916228,57 530,CDE23A53-3DB6-567E-95D2-E8C507E39767,08-01-2021,02/02/2022,04/22/2020,11/06/2020
VG2625576807832702123143,82 245,D286FB6B-9D75-DE9E-7DFA-FD9D112A9A31,08-27-2021,02/12/2022,02/10/2020,08/28/2020
MK43011805349242825,37 938,3A968D17-C7AA-4B27-2D11-60BD57D68197,05-05-2021,10/05/2022,01/13/2020,10/06/2020
RO75XBBY6254840642682624,15 535,0879FED7-2A12-16D4-FB98-80E7ABBE98A0,07-10-2021,07/22/2022,09/19/2019,10/26/2020
MR6277550362171450277958153,38 752,F1DC78C2-DBBD-5DC4-76DB-3B53832ED8AC,12-28-2021,03/01/2022,09/29/2019,10/06/2020
ES1421366425432375314928,89 882,1BC9611E-EE46-24BE-96EB-A8579F92C351,01-01-2022,05/30/2022,10/21/2019,10/12/2020
FR7711045142705667408061217,54 224,8EACE002-4F39-F310-EDFB-9834C3887996,10-29-2021,05/31/2022,02/13/2020,06/24/2020
RO78GLBT6214940511268776,6 021,17EB007F-ECB0-9C98-F512-D2A575BF471A,05-20-2021,04/02/2022,01/15/2020,06/17/2020
LV37PCLR2958543924024,35 628,5B39E473-55A2-EE31-88D1-ACA771121A03,10-31-2021,03/13/2022,09/19/2019,12/06/2020
BH09874062098577523538,93 302,FFEACA42-8C43-D8D8-76E1-34B6781482CD,05-18-2021,06/21/2022,04/09/2020,06/24/2020
KW8845896063338282181936288847,70 748,40C5CDC9-6572-9617-E9B4-4B63060E3A94,03-04-2021,06/01/2022,03/18/2020,11/28/2020
BG32FFUZ34111894347681,45 274,7684E7B6-85E8-45A8-C356-2357E44CB90D,09-24-2021,08/02/2022,03/12/2020,10/14/2020
TN7115385383165586261612,34 251,E4254115-2A97-992D-76A4-8E4C5634D64E,09-08-2021,04/12/2022,03/07/2020,06/04/2020
TN4448184851201264537941,93 225,51A95EB7-7828-41D9-C774-86F88384F1C6,02-26-2021,12/21/2022,05/24/2020,10/18/2020
GR8974611471323780463024844,15 442,16821E94-D48F-3BA1-6DE7-46F1B95E7D5B,10-29-2021,02/05/2022,11/16/2019,06/19/2020
SE0553632714378285563862,5 977,FA9172C5-CBB8-5DBC-838A-876E3471897E,04-18-2021,02/07/2022,12/22/2019,06/24/2020
LU243554611485836803,85 510,D9B63AE9-62DC-DD01-8B22-64FC714AEC6D,03-07-2021,03/14/2022,03/23/2020,06/22/2020
HU71406807533245427594172412,17 700,A71A1CDC-1D84-85D6-247C-B8A412A181AE,11-13-2021,03/07/2022,04/28/2020,06/19/2020
GL2669249876362224,95 738,E123CE38-1B4D-8441-AB18-56A5E3BD785D,05-21-2021,02/11/2022,09/17/2019,07/09/2020
ME72728742739187419622,79 355,10DE3018-FDA8-1391-4A55-277BE1D3369E,06-11-2021,11/28/2022,01/08/2020,12/03/2020
BE77573172454543,84 520,81AD945A-D731-1F28-5956-6E9391140F4D,08-06-2021,11/29/2022,11/23/2019,10/27/2020
MR8636880610758502411813445,74 168,00233235-DD7A-43CC-18CC-622AC45AF82C,12-10-2021,10/19/2022,12/20/2019,08/05/2020
MK60323325133402622,77 825,D12233DD-87AE-786D-8BE4-B5F1CCD13B09,08-30-2021,05/28/2022,09/03/2019,10/14/2020
NO0624113531020,20 741,5935B74A-3835-5B5F-4569-3A3ECD5AE683,07-25-2021,08/10/2022,11/30/2019,10/05/2020
FO1743222841086383,6 195,783AE28F-6D9E-4ADA-B04E-A7C6C9DE6F1C,11-12-2021,07/23/2022,11/26/2019,06/23/2020
LT882072358244672423,54 784,86484D55-2AFC-2B81-53CE-5D1E89CD6A2C,08-16-2021,09/16/2022,10/27/2019,07/08/2020
GE74219808433278862882,1 636,C346BD21-CE9C-8A6E-D931-70511AB8F1DD,06-11-2021,04/06/2022,10/13/2019,06/17/2020
AL72430472760103122735686882,67 780,6531EDE9-3ECB-8B4C-D6C3-269AC5E52BBE,01-16-2022,11/20/2022,11/08/2019,12/30/2020
BE76213722009146,61 657,1B8347AA-DAAA-F947-B96A-2A519B963ED0,11-19-2021,02/16/2022,02/07/2020,12/06/2020
MR4846142451224825434701733,75 965,FFEA70D2-6E1B-1D85-7E2E-A47787236473,07-19-2021,04/23/2022,01/08/2020,09/13/2020
RO17DNCH7615564683695779,37 954,75A44B1A-9476-7919-0A56-FB688700FB68,12-02-2021,06/13/2022,04/27/2020,07/13/2020
PT03649578767586650120903,18 414,E33D7A4B-C2B4-2014-32AD-91ED188C7177,11-02-2021,03/31/2022,11/14/2019,07/17/2020
VG8124329359430757512775,13 531,E3E86C76-BC82-9C3D-176C-1519590449B4,01-09-2022,10/13/2022,03/28/2020,11/25/2020
MD2513602173251926109460,35 871,D5954CA0-B97B-69C9-C8E8-D93202AFE2E3,08-26-2021,05/29/2022,11/27/2019,06/13/2020
CZ1531681800181745272310,43 144,B482E922-7C81-7F2D-62BA-5E20A731D239,07-03-2021,10/05/2022,01/08/2020,09/20/2020
LV90MJMG1625476005538,66 007,614C62A7-F2CA-B60A-4EAE-21C0D26C67AE,04-23-2021,09/15/2022,09/11/2019,07/05/2020
CZ3257840581876846393598,68 385,5B171B7D-105B-16ED-8D9B-68943F742DB1,11-01-2021,10/23/2022,03/04/2020,07/12/2020
AD2416629742185770453636,24 018,FE8CFA41-6708-82F9-B5E5-A9F27A5D1AA8,05-30-2021,06/28/2022,11/20/2019,12/07/2020
SE6806684712975823208583,23 329,ABD3EBB6-EBE7-1511-C93F-DA762F7BA48F,03-15-2021,03/11/2022,10/30/2019,11/23/2020
MK98760374166345036,33 003,4B6C74CE-E42A-C3DE-94E4-8DFB378A9999,04-23-2021,08/18/2022,10/03/2019,07/06/2020
BA131455456240142512,6 632,25475841-EE52-3B92-2F67-46E70937670D,11-09-2021,06/03/2022,12/22/2019,09/21/2020
AZ47538217715574232077459487,28 806,D4B13842-C7D8-55C6-832B-5A55B17A5BE2,01-30-2022,02/01/2022,04/28/2020,09/06/2020
IE23LEXU41594942122645,49 213,D15B8996-26D2-A53C-AF13-C8B81EF1BD75,08-30-2021,08/27/2022,11/22/2019,09/19/2020
AE532893318237361413634,78 715,3AC878C2-98BF-603F-9B7B-7AB991ABEBD0,12-08-2021,02/05/2022,09/12/2019,06/03/2020
KW2326395060254167815781798784,35 737,B53E8217-ED5C-A6DF-67A8-2AF346ACE273,07-19-2021,02/22/2022,03/20/2020,10/03/2020
MD6762028826105150884792,58 808,CBB83561-9B43-F320-65A8-DA6AC842B5CB,08-20-2021,05/02/2022,03/22/2020,09/06/2020
GI64HUFD911063786176735,55 040,78F9B222-A272-424A-38AA-1A2DB3A68D67,06-12-2021,09/11/2022,12/30/2019,10/27/2020
GR2223414205692477855455843,14 948,966CADC6-A7B6-BCE9-CDBE-C3C81F58B7B8,07-15-2021,06/03/2022,04/10/2020,10/18/2020
CY98246265521751257351455216,15 130,228F95AB-EDB1-E92B-B5A3-2BB8D23EA751,08-24-2021,08/04/2022,04/03/2020,10/18/2020
IE77QAWO38185173335149,65 602,4D24E3C2-6EDE-56AC-7D23-7D8629AEC7FD,04-24-2021,06/20/2022,04/19/2020,07/14/2020
HU58978414615386887677606409,47 238,18AB2590-9763-8274-1254-4EEC635E6951,06-04-2021,01/10/2023,11/14/2019,06/25/2020
SM4221273747085455607854478,31 080,C236F7C4-24D6-FDEE-CC2E-016D23D71ABE,06-08-2021,10/11/2022,10/13/2019,06/11/2020
TR791525392571772306269648,60 624,27E4944F-7495-CCC0-C9AB-227C74C4850C,04-28-2021,09/16/2022,05/24/2020,09/04/2020
RS75267822634894747185,26 586,4E8A6231-CD22-D4E7-5975-873ABEE5A5DA,07-04-2021,03/08/2022,10/12/2019,11/03/2020
MU3947369725303236580516116672,12 433,7B9930BB-400A-A6DD-1AB3-C25B79E90C86,10-25-2021,11/27/2022,11/15/2019,07/15/2020
SM3953883845551243364054453,15 794,74660128-A2A6-DB89-1268-B0543EF6E9EB,06-28-2021,11/06/2022,11/24/2019,06/27/2020
MR1487525887242631123712826,15 005,EBFAA987-C0A3-8D94-7653-9B09F97D6CFC,11-18-2021,07/22/2022,01/10/2020,06/12/2020
MT39FKFR15328436131142380775766,90 218,DD8E63E1-F777-1A99-FC76-0051A6B17750,05-18-2021,02/17/2022,03/10/2020,08/08/2020
EE380266223363373415,65 818,666DE743-7230-9D56-848B-1DBB869AEDA8,06-18-2021,01/02/2023,05/14/2020,07/13/2020
IL977508508207843752747,98 121,B25A7CF5-2A3C-1723-4416-871867A4EFDF,07-07-2021,02/16/2022,10/29/2019,10/02/2020
AL78802825113735180116819749,69 940,35DBE756-4DBE-BF89-AEA9-92EA9CACB38E,09-10-2021,07/24/2022,01/25/2020,08/29/2020
AZ85469087182500563805155514,84 069,B1F2884D-111A-E4B8-A23A-91907AE88BE7,08-21-2021,11/07/2022,09/08/2019,12/11/2020
HU48820450456675461950564895,80 331,57A2F087-DEC0-9CBE-F666-7AB47B2C28F5,10-13-2021,09/20/2022,04/11/2020,08/15/2020
IE56HSEU38248223158937,22 649,F5455603-82BE-15F2-9EA0-3844502F52E1,06-01-2021,04/13/2022,09/01/2019,11/24/2020
NL68SVOF3955229871,8 433,B7A313C4-D385-C7ED-68E1-59D326DD4480,04-19-2021,02/15/2022,05/23/2020,07/06/2020
GB31NYXL06936152356284,8 197,B6691D8C-457B-5B79-1E61-FAAC0CB5AA52,05-19-2021,04/05/2022,12/08/2019,09/04/2020
SA5973564752513108835827,1 718,2551D783-76ED-7D64-2538-B25AB3CA7187,12-10-2021,05/09/2022,02/20/2020,06/04/2020
MC1186507660672743832561894,37 223,67AD8994-31B6-F24E-A878-14636B6D9AD3,08-07-2021,08/09/2022,01/29/2020,11/28/2020
DK0646278526837853,72 094,2A279A94-26BA-92FC-3D10-8764662866CB,12-09-2021,12/12/2022,03/12/2020,07/06/2020
LT367057186447375976,57 260,0E5919BF-0811-7429-9325-28755A461969,05-03-2021,04/06/2022,05/05/2020,08/06/2020
MU9513512612784178732567273974,22 051,6B7B2788-A6B2-26AB-C29F-58D25EBA1CBB,03-03-2021,10/18/2022,01/23/2020,12/11/2020
VG6047743255181025363431,10 864,E2789110-6CAF-9B4B-50C6-B4CCBE27C452,06-12-2021,10/22/2022,09/24/2019,09/03/2020
PL22753346125468832241775452,93 760,595302B1-8167-32C8-A913-96D84F3BBEB1,03-10-2021,10/09/2022,11/22/2019,09/10/2020
IS447763167768697702966756,1 917,CC00D600-BA31-0AB6-28D1-77159806B790,08-21-2021,04/04/2022,10/24/2019,09/10/2020
TN5233426148321942305199,32 336,71714732-CC45-C33F-F152-4FDA3988D3B0,06-08-2021,04/24/2022,05/20/2020,12/17/2020
GL4723268861569836,23 283,4793E4DF-AFA6-DE71-68AD-65B6D951ACCF,08-23-2021,08/20/2022,02/16/2020,08/27/2020
